2019-05-10,
2019-05-11,
2019-05-12,
2019-05-13,
2019-05-14,
2019-05-15,
2019-05-16,
2019-05-17,
2019-05-18,
2019-05-19,
2019-05-20,
2019-05-21,
2019-05-22,
2019-05-23,
2019-05-24,
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,
2019-05-29,
2019-05-30,
2019-05-31,
2019-06-01,
2019-06-02,
2019-06-03,
2019-06-04,
2019-06-05,
2019-06-06,
2019-06-07,
2019-06-08,
2019-06-09,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-15,
2019-06-16,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-22,
2019-06-23,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-06-29,
2019-06-30,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-04,
2019-07-05,
2019-07-06,
2019-07-07,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-13,
2019-07-14,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-20,
2019-07-21,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-27,
2019-07-28,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-03,
2019-08-04,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-17,
2019-08-18,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-24,
2019-08-25,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-07,
2019-09-08,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-14,
2019-09-15,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-21,
2019-09-22,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-28,
2019-09-29,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-05,
2019-10-06,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-12,
2019-10-13,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-19,
2019-10-20,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-26,
2019-10-27,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-02,
2019-11-03,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-09,
2019-11-10,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-16,
2019-11-17,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-23,
2019-11-24,
2019-11-25,
2019-11-26,
2019-11-27,
2019-11-28,
2019-11-29,
2019-11-30,
2019-12-01,
2019-12-02,
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,
2019-12-07,
2019-12-08,
2019-12-09,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-14,
2019-12-15,
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-21,
2019-12-22,
2019-12-23,
2019-12-24,
2019-12-25,
2019-12-26,
2019-12-27,
2019-12-28,
2019-12-29,
2019-12-30,
2019-12-31,
2020-01-01,
2020-01-02,
2020-01-03,
2020-01-04,
2020-01-05,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-11,
2020-01-12,
2020-01-13,
2020-01-14,
2020-01-15,
2020-01-16,
2020-01-17,
2020-01-18,
2020-01-19,
2020-01-20,
2020-01-21,
2020-01-22,
2020-01-23,
2020-01-24,
2020-01-25,
2020-01-26,
2020-01-27,
2020-01-28,
2020-01-29,
2020-01-30,
2020-01-31,
2020-02-01,
2020-02-02,
2020-02-03,
2020-02-04,
2020-02-05,
2020-02-06,
2020-02-07,
2020-02-08,
2020-02-09,
2020-02-10,
2020-02-11,
2020-02-12,
2020-02-13,
2020-02-14,
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,
2020-02-19,
2020-02-20,
2020-02-21,
2020-02-22,
2020-02-23,
2020-02-24,
2020-02-25,
2020-02-26,
2020-02-27,
2020-02-28,
2020-02-29,
2020-03-01,
2020-03-02,
2020-03-03,
2020-03-04,
2020-03-05,
2020-03-06,
2020-03-07,
2020-03-08,
2020-03-09,
2020-03-10,
2020-03-11,
2020-03-12,
2020-03-13,
2020-03-14,
2020-03-15,
2020-03-16,
2020-03-17,
2020-03-18,
2020-03-19,
2020-03-20,
2020-03-21,
2020-03-22,
2020-03-23,
2020-03-24,
2020-03-25,
2020-03-26,
2020-03-27,
2020-03-28,
2020-03-29,
2020-03-30,
2020-03-31,
2020-04-01,
2020-04-02,
2020-04-03,
2020-04-04,
2020-04-05,
2020-04-06,
2020-04-07,
2020-04-08,
2020-04-09,
2020-04-10,
2020-04-11,
2020-04-12,
2020-04-13,
2020-04-14,
2020-04-15,
2020-04-16,
2020-04-17,
2020-04-18,
2020-04-19,
2020-04-20,
2020-04-21,
2020-04-22,
2020-04-23,
2020-04-24,
2020-04-25,
2020-04-26,
2020-04-27,
2020-04-28,
2020-04-29,
2020-04-30,
2020-05-01,
2020-05-02,
2020-05-03,
2020-05-04,
2020-05-05,
2020-05-06,
2020-05-07,
2020-05-08,
2020-05-09,
2020-05-10,
2020-05-11,
2020-05-12,
2020-05-13,
2020-05-14,
2020-05-15,
2020-05-16,
2020-05-17,
2020-05-18,
2020-05-19,
2020-05-20,
2020-05-21,
2020-05-22,
2020-05-23,
2020-05-24,
2020-05-25,
2020-05-26,
2020-05-27,
2020-05-28,
2020-05-29,
2020-05-30,
2020-05-31,
2020-06-01,
2020-06-02,
2020-06-03,
2020-06-04,
2020-06-05,
2020-06-06,
2020-06-07,
2020-06-08,
2020-06-09,
2020-06-10,
2020-06-11,
2020-06-12,
2020-06-13,
2020-06-14,
2020-06-15,
2020-06-16,
2020-06-17,
2020-06-18,
2020-06-19,
2020-06-20,
2020-06-21,
2020-06-22,
2020-06-23,
2020-06-24,
2020-06-25,
2020-06-26,
2020-06-27,
2020-06-28,
2020-06-29,
2020-06-30,
2020-07-01,
2020-07-02,
2020-07-03,
2020-07-04,
2020-07-05,
2020-07-06,
2020-07-07,
2020-07-08,
2020-07-09,
2020-07-10,
2020-07-11,
2020-07-12,
2020-07-13,
2020-07-14,
2020-07-15,
2020-07-16,
2020-07-17,
2020-07-18,
2020-07-19,
2020-07-20,
2020-07-21,
2020-07-22,
2020-07-23,
2020-07-24,
2020-07-25,
2020-07-26,
2020-07-27,
2020-07-28,
2020-07-29,
2020-07-30,
2020-07-31,
2020-08-01,
2020-08-02,
2020-08-03,
2020-08-04,
2020-08-05,
2020-08-06,
2020-08-07,
2020-08-08,
2020-08-09,
2020-08-10,
2020-08-11,
2020-08-12,
2020-08-13,
2020-08-14,
2020-08-15,
2020-08-16,
2020-08-17,
2020-08-18,
2020-08-19,
2020-08-20,
2020-08-21,
2020-08-22,
2020-08-23,
2020-08-24,
2020-08-25,
2020-08-26,
2020-08-27,
2020-08-28,
2020-08-29,
2020-08-30,
2020-08-31,
2020-09-01,
2020-09-02,
2020-09-03,
2020-09-04,
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,
2020-09-09,
2020-09-10,
2020-09-11,
2020-09-12,
2020-09-13,
2020-09-14,
2020-09-15,
2020-09-16,
2020-09-17,
2020-09-18,
2020-09-19,
2020-09-20,
2020-09-21,
2020-09-22,
2020-09-23,
2020-09-24,
2020-09-25,
2020-09-26,
2020-09-27,
2020-09-28,
2020-09-29,
2020-09-30,
2020-10-01,
2020-10-02,
2020-10-03,
2020-10-04,
2020-10-05,
2020-10-06,
2020-10-07,
2020-10-08,
2020-10-09,
2020-10-10,
2020-10-11,
2020-10-12,
2020-10-13,
2020-10-14,
2020-10-15,
2020-10-16,
2020-10-17,
2020-10-18,
2020-10-19,
2020-10-20,
2020-10-21,
2020-10-22,
2020-10-23,
2020-10-24,
2020-10-25,
2020-10-26,
2020-10-27,
2020-10-28,
2020-10-29,
2020-10-30,
2020-10-31,
2020-11-01,
2020-11-02,
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-07,
2020-11-08,
2020-11-09,
2020-11-10,
2020-11-11,
2020-11-12,
2020-11-13,
2020-11-14,
2020-11-15,
2020-11-16,
2020-11-17,
2020-11-18,
2020-11-19,
2020-11-20,
2020-11-21,
2020-11-22,
2020-11-23,
2020-11-24,
2020-11-25,
2020-11-26,
2020-11-27,
2020-11-28,
2020-11-29,
2020-11-30,
2020-12-01,
2020-12-02,
2020-12-03,
2020-12-04,
2020-12-05,
2020-12-06,
2020-12-07,
2020-12-08,
2020-12-09,
2020-12-10,
2020-12-11,
2020-12-12,
2020-12-13,
2020-12-14,
2020-12-15,
2020-12-16,
2020-12-17,
2020-12-18,
2020-12-19,
2020-12-20,
2020-12-21,
2020-12-22,
2020-12-23,
2020-12-24,
2020-12-25,
2020-12-26,
2020-12-27,
2020-12-28,
2020-12-29,
2020-12-30,
2020-12-31,
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,
2021-01-05,
2021-01-06,
2021-01-07,
2021-01-08,
2021-01-09,
2021-01-10,
2021-01-11,
2021-01-12,
2021-01-13,
2021-01-14,
2021-01-15,
2021-01-16,
2021-01-17,
2021-01-18,
2021-01-19,
2021-01-20,
2021-01-21,
2021-01-22,
2021-01-23,
2021-01-24,
2021-01-25,
2021-01-26,
2021-01-27,
2021-01-28,
2021-01-29,
2021-01-30,
2021-01-31,
2021-02-01,
2021-02-02,
2021-02-03,
2021-02-04,
2021-02-05,
2021-02-06,
2021-02-07,
2021-02-08,
2021-02-09,
2021-02-10,
2021-02-11,
2021-02-12,
2021-02-13,
2021-02-14,
2021-02-15,
2021-02-16,
2021-02-17,
2021-02-18,
2021-02-19,
2021-02-20,
2021-02-21,
2021-02-22,
2021-02-23,
2021-02-24,
2021-02-25,
2021-02-26,
2021-02-27,
2021-02-28,
2021-03-01,
2021-03-02,
2021-03-03,
2021-03-04,
2021-03-05,
2021-03-06,
2021-03-07,
2021-03-08,
2021-03-09,
2021-03-10,
2021-03-11,
2021-03-12,
2021-03-13,
2021-03-14,
2021-03-15,
2021-03-16,
2021-03-17,
2021-03-18,
2021-03-19,
2021-03-20,
2021-03-21,
2021-03-22,
2021-03-23,
2021-03-24,
2021-03-25,
2021-03-26,
2021-03-27,
2021-03-28,
2021-03-29,
2021-03-30,
2021-03-31,
2021-04-01,
2021-04-02,
2021-04-03,
2021-04-04,
2021-04-05,
2021-04-06,
2021-04-07,
2021-04-08,
2021-04-09,
2021-04-10,
2021-04-11,
2021-04-12,
2021-04-13,
2021-04-14,
2021-04-15,
2021-04-16,
2021-04-17,
2021-04-18,
2021-04-19,
2021-04-20,
2021-04-21,
2021-04-22,
2021-04-23,
2021-04-24,
2021-04-25,
2021-04-26,
2021-04-27,
2021-04-28,
2021-04-29,
2021-04-30,
2021-05-01,
2021-05-02,
2021-05-03,
2021-05-04,
2021-05-05,
2021-05-06,25.46
2021-05-07,25.46
2021-05-08,25.46
2021-05-09,25.46
2021-05-10,25.46
2021-05-11,25.46
2021-05-12,25.46
2021-05-13,25.46
2021-05-14,25.46
2021-05-15,25.46
2021-05-16,25.46
2021-05-17,25.46
2021-05-18,25.46
2021-05-19,25.46
2021-05-20,25.46
2021-05-21,25.46
2021-05-22,25.46
2021-05-23,25.46
2021-05-24,25.46
2021-05-25,25.46
2021-05-26,25.46
2021-05-27,25.46
2021-05-28,25.46
2021-05-29,25.46
2021-05-30,25.46
2021-05-31,25.46
2021-06-01,25.46
2021-06-02,25.46
2021-06-03,25.46
2021-06-04,25.46
2021-06-05,25.46
2021-06-06,25.46
2021-06-07,25.46
2021-06-08,24.26
2021-06-09,24.26
2021-06-10,24.26
2021-06-11,24.26
2021-06-12,24.26
2021-06-13,24.26
2021-06-14,24.26
2021-06-15,24.26
2021-06-16,24.26
2021-06-17,24.26
2021-06-18,24.26
2021-06-19,24.26
2021-06-20,24.26
2021-06-21,24.26
2021-06-22,24.26
2021-06-23,24.26
2021-06-24,24.26
2021-06-25,24.26
2021-06-26,24.26
2021-06-27,24.26
2021-06-28,24.26
2021-06-29,24.26
2021-06-30,24.26
2021-07-01,24.26
2021-07-02,24.26
2021-07-03,24.26
2021-07-04,24.26
2021-07-05,24.26
2021-07-06,24.26
2021-07-07,21.22
2021-07-08,21.22
2021-07-09,21.22
2021-07-10,21.22
2021-07-11,21.22
2021-07-12,20.955
2021-07-13,20.955
2021-07-14,20.955
2021-07-15,20.955
2021-07-16,20.955
2021-07-17,20.955
2021-07-18,20.955
2021-07-19,20.955
2021-07-20,20.955
2021-07-21,20.955
2021-07-22,20.955
2021-07-23,20.955
2021-07-24,20.955
2021-07-25,20.955
2021-07-26,20.955
2021-07-27,20.955
2021-07-28,20.955
2021-07-29,20.955
2021-07-30,20.955
2021-07-31,20.955
2021-08-01,20.955
2021-08-02,20.955
2021-08-03,20.955
2021-08-04,21.165
2021-08-05,21.165
2021-08-06,23.04
2021-08-07,23.04
2021-08-08,23.04
2021-08-09,23.04
2021-08-10,23.04
2021-08-11,23.04
2021-08-12,23.04
2021-08-13,23.04
2021-08-14,23.04
2021-08-15,23.04
2021-08-16,23.04
2021-08-17,23.04
2021-08-18,23.04
2021-08-19,23.04
2021-08-20,23.04
2021-08-21,23.04
2021-08-22,23.04
2021-08-23,23.04
2021-08-24,23.04
2021-08-25,23.04
2021-08-26,23.04
2021-08-27,23.04
2021-08-28,23.04
2021-08-29,23.04
2021-08-30,23.04
2021-08-31,23.04
2021-09-01,23.04
2021-09-02,23.04
2021-09-03,23.04
2021-09-04,23.04
2021-09-05,23.04
2021-09-06,23.04
2021-09-07,23.04
2021-09-08,23.04
2021-09-09,23.04
2021-09-10,23.04
2021-09-11,23.04
2021-09-12,23.04
2021-09-13,23.04
2021-09-14,23.04
2021-09-15,23.04
2021-09-16,21.93
2021-09-17,21.93
2021-09-18,21.93
2021-09-19,21.93
2021-09-20,21.93
2021-09-21,21.93
2021-09-22,21.93
2021-09-23,21.93
2021-09-24,21.93
2021-09-25,21.93
2021-09-26,21.93
2021-09-27,21.93
2021-09-28,21.93
2021-09-29,21.93
2021-09-30,21.93
2021-10-01,21.93
2021-10-02,21.93
2021-10-03,21.93
2021-10-04,21.93
2021-10-05,21.93
2021-10-06,21.93
2021-10-07,21.93
2021-10-08,21.93
2021-10-09,21.93
2021-10-10,21.93
2021-10-11,21.93
2021-10-12,21.93
2021-10-13,21.93
2021-10-14,21.93
2021-10-15,21.93
2021-10-16,21.93
2021-10-17,21.93
2021-10-18,21.93
2021-10-19,21.93
2021-10-20,21.93
2021-10-21,21.93
2021-10-22,21.93
2021-10-23,21.93
2021-10-24,21.93
2021-10-25,21.93
2021-10-26,21.93
2021-10-27,21.93
2021-10-28,21.93
2021-10-29,21.93
2021-10-30,21.93
2021-10-31,21.93
2021-11-01,21.93
2021-11-02,21.93
2021-11-03,21.93
2021-11-04,21.93
2021-11-05,21.93
2021-11-06,21.93
2021-11-07,21.93
2021-11-08,21.93
2021-11-09,21.93
2021-11-10,21.93
2021-11-11,21.93
2021-11-12,21.93
2021-11-13,21.93
2021-11-14,21.93
2021-11-15,21.93
2021-11-16,21.93
2021-11-17,21.93
2021-11-18,21.93
2021-11-19,17.45
2021-11-20,17.45
2021-11-21,17.45
2021-11-22,17.45
2021-11-23,17.45
2021-11-24,17.45
2021-11-25,17.45
2021-11-26,17.45
2021-11-27,17.45
2021-11-28,17.45
2021-11-29,17.45
2021-11-30,17.45
2021-12-01,17.45
2021-12-02,17.45
2021-12-03,18.3
2021-12-04,18.3
2021-12-05,18.3
2021-12-06,18.3
2021-12-07,18.53
2021-12-08,18.53
2021-12-09,18.53
2021-12-10,18.44
2021-12-11,18.44
2021-12-12,18.44
2021-12-13,18.44
2021-12-14,18.44
2021-12-15,18.44
2021-12-16,18.44
2021-12-17,18.5
2021-12-18,18.5
2021-12-19,18.5
2021-12-20,18.5
2021-12-21,18.5
2021-12-22,18.5
2021-12-23,18.5
2021-12-24,18.5
2021-12-25,18.5
2021-12-26,18.5
2021-12-27,18.5
2021-12-28,18.5
2021-12-29,18.5
2021-12-30,18.5
2021-12-31,18.5
2022-01-01,18.5
2022-01-02,18.5
2022-01-03,18.5
2022-01-04,18.5
2022-01-05,18.5
2022-01-06,18.5
2022-01-07,18.5
2022-01-08,18.5
2022-01-09,18.5
2022-01-10,18.5
2022-01-11,18.5
2022-01-12,18.5
2022-01-13,18.5
2022-01-14,18.5
2022-01-15,18.5
2022-01-16,18.5
2022-01-17,18.5
2022-01-18,18.5
2022-01-19,18.5
2022-01-20,18.52
2022-01-21,18.52
2022-01-22,18.52
2022-01-23,18.52
2022-01-24,18.52
2022-01-25,18.52
2022-01-26,18.52
2022-01-27,21.46
2022-01-28,21.46
2022-01-29,21.46
2022-01-30,21.46
2022-01-31,21.46
2022-02-01,21.46
2022-02-02,21.46
2022-02-03,21.46
2022-02-04,21.46
2022-02-05,21.46
2022-02-06,21.46
2022-02-07,21.46
2022-02-08,21.46
2022-02-09,21.46
2022-02-10,21.46
2022-02-11,21.46
2022-02-12,21.46
2022-02-13,21.46
2022-02-14,21.46
2022-02-15,21.46
2022-02-16,21.46
2022-02-17,21.46
2022-02-18,21.46
2022-02-19,21.46
2022-02-20,21.46
2022-02-21,21.46
2022-02-22,21.46
2022-02-23,21.46
2022-02-24,21.46
2022-02-25,21.46
2022-02-26,21.46
2022-02-27,21.46
2022-02-28,21.46
2022-03-01,21.46
2022-03-02,21.46
2022-03-03,21.46
2022-03-04,21.46
2022-03-05,21.46
2022-03-06,21.46
2022-03-07,21.46
2022-03-08,21.46
2022-03-09,21.46
2022-03-10,21.46
2022-03-11,21.46
2022-03-12,21.46
2022-03-13,21.46
2022-03-14,21.46
2022-03-15,21.46
2022-03-16,21.46
2022-03-17,21.46
2022-03-18,21.46
2022-03-19,21.46
2022-03-20,21.46
2022-03-21,21.46
2022-03-22,21.46
2022-03-23,21.46
2022-03-24,21.46
2022-03-25,21.46
2022-03-26,21.46
2022-03-27,21.46
2022-03-28,21.46
2022-03-29,21.46
2022-03-30,21.46
2022-03-31,21.46
2022-04-01,21.46
2022-04-02,21.46
2022-04-03,21.46
2022-04-04,21.46
2022-04-05,21.46
2022-04-06,21.46
2022-04-07,20.99
2022-04-08,20.99
2022-04-09,20.99
2022-04-10,20.99
2022-04-11,20.99
2022-04-12,20.99
2022-04-13,20.99
2022-04-14,20.99
2022-04-15,20.99
2022-04-16,20.99
2022-04-17,20.99
2022-04-18,20.99
2022-04-19,20.99
2022-04-20,20.99
2022-04-21,20.99
2022-04-22,20.35
2022-04-23,20.35
2022-04-24,20.35
2022-04-25,20.35
2022-04-26,20.35
2022-04-27,21.21
2022-04-28,21.21
2022-04-29,21.21
2022-04-30,21.21
2022-05-01,21.21
2022-05-02,21.21
2022-05-03,21.21
2022-05-04,21.21
2022-05-05,21.21
2022-05-06,21.21
2022-05-07,21.21
2022-05-08,21.21
2022-05-09,21.21
2022-05-10,21.21
2022-05-11,21.21
2022-05-12,21.21
2022-05-13,21.21
2022-05-14,21.21
2022-05-15,21.21
2022-05-16,21.21
2022-05-17,21.21
2022-05-18,21.21
2022-05-19,21.21
2022-05-20,21.21
2022-05-21,21.21
2022-05-22,21.21
2022-05-23,21.21
2022-05-24,21.21
2022-05-25,21.21
2022-05-26,21.21
2022-05-27,21.21
2022-05-28,21.21
2022-05-29,21.21
2022-05-30,21.21
2022-05-31,21.21
2022-06-01,21.21
2022-06-02,21.21
2022-06-03,21.21
2022-06-04,21.21
2022-06-05,21.21
2022-06-06,21.21
2022-06-07,21.21
2022-06-08,21.21
2022-06-09,21.21
2022-06-10,21.21
2022-06-11,21.21
2022-06-12,21.21
2022-06-13,21.21
2022-06-14,21.21
2022-06-15,21.21
2022-06-16,21.21
2022-06-17,20.36
2022-06-18,20.36
2022-06-19,20.36
2022-06-20,20.36
2022-06-21,20.36
2022-06-22,20.36
2022-06-23,20.36
2022-06-24,20.36
2022-06-25,20.36
2022-06-26,20.36
2022-06-27,20.36
2022-06-28,20.36
2022-06-29,20.36
2022-06-30,20.36
2022-07-01,20.36
2022-07-02,20.36
2022-07-03,20.36
2022-07-04,20.36
2022-07-05,20.36
2022-07-06,20.36
2022-07-07,20.36
2022-07-08,20.36
2022-07-09,20.36
2022-07-10,20.36
2022-07-11,20.36
2022-07-12,20.36
2022-07-13,20.36
2022-07-14,20.36
2022-07-15,20.36
2022-07-16,20.36
2022-07-17,20.36
2022-07-18,20.36
2022-07-19,20.36
2022-07-20,20.36
2022-07-21,20.36
2022-07-22,20.36
2022-07-23,20.36
2022-07-24,20.36
2022-07-25,20.36
2022-07-26,20.38
2022-07-27,20.38
2022-07-28,20.38
2022-07-29,20.38
2022-07-30,20.38
2022-07-31,20.38
2022-08-01,20.38
2022-08-02,20.38
2022-08-03,20.38
2022-08-04,24.76
2022-08-05,24.76
2022-08-06,24.76
2022-08-07,24.76
2022-08-08,24.76
2022-08-09,24.76
2022-08-10,24.76
2022-08-11,24.76
2022-08-12,24.76
2022-08-13,24.76
2022-08-14,24.76
2022-08-15,24.76
2022-08-16,24.76
2022-08-17,24.76
2022-08-18,24.76
2022-08-19,24.76
2022-08-20,24.76
2022-08-21,24.76
2022-08-22,24.76
2022-08-23,24.76
2022-08-24,24.76
2022-08-25,24.76
2022-08-26,24.76
2022-08-27,24.76
2022-08-28,24.76
2022-08-29,24.76
2022-08-30,24.76
2022-08-31,24.76
2022-09-01,24.76
2022-09-02,24.76
2022-09-03,24.76
2022-09-04,24.76
2022-09-05,24.76
2022-09-06,24.76
2022-09-07,24.76
2022-09-08,24.76
2022-09-09,24.76
2022-09-10,24.76
2022-09-11,24.76
2022-09-12,24.76
2022-09-13,24.76
2022-09-14,24.76
2022-09-15,24.76
2022-09-16,24.76
2022-09-17,24.76
2022-09-18,24.76
2022-09-19,24.76
2022-09-20,24.76
2022-09-21,24.76
2022-09-22,24.76
2022-09-23,24.76
2022-09-24,24.76
2022-09-25,24.76
2022-09-26,24.76
2022-09-27,24.76
2022-09-28,24.76
2022-09-29,24.76
2022-09-30,23.94
2022-10-01,23.94
2022-10-02,23.94
2022-10-03,23.94
2022-10-04,23.77
2022-10-05,23.77
2022-10-06,23.77
2022-10-07,23.77
2022-10-08,23.77
2022-10-09,23.77
2022-10-10,23.77
2022-10-11,23.77
2022-10-12,23.77
2022-10-13,23.77
2022-10-14,23.77
2022-10-15,23.77
2022-10-16,23.77
2022-10-17,23.77
2022-10-18,23.77
2022-10-19,23.77
2022-10-20,23.77
2022-10-21,23.77
2022-10-22,23.77
2022-10-23,23.77
2022-10-24,23.77
2022-10-25,23.77
2022-10-26,24.03
2022-10-27,24.03
2022-10-28,24.03
2022-10-29,24.03
2022-10-30,24.03
2022-10-31,24.03
2022-11-01,24.03
2022-11-02,24.03
2022-11-03,24.03
2022-11-04,24.03
2022-11-05,24.03
2022-11-06,24.03
2022-11-07,24.03
2022-11-08,24.03
2022-11-09,24.03
2022-11-10,25.92
2022-11-11,25.92
2022-11-12,25.92
2022-11-13,25.92
2022-11-14,25.92
2022-11-15,25.92
2022-11-16,25.92
2022-11-17,25.92
2022-11-18,25.92
2022-11-19,25.92
2022-11-20,25.92
2022-11-21,25.92
2022-11-22,25.92
2022-11-23,25.92
2022-11-24,25.92
2022-11-25,25.92
2022-11-26,25.92
2022-11-27,25.92
2022-11-28,25.92
2022-11-29,25.92
2022-11-30,25.92
2022-12-01,25.92
2022-12-02,25.92
2022-12-03,25.92
2022-12-04,25.92
2022-12-05,25.92
2022-12-06,25.92
2022-12-07,25.92
2022-12-08,25.92
2022-12-09,25.735
2022-12-10,25.735
2022-12-11,25.735
2022-12-12,25.735
2022-12-13,25.735
2022-12-14,25.735
2022-12-15,25.735
2022-12-16,25.735
2022-12-17,25.735
2022-12-18,25.735
2022-12-19,25.735
2022-12-20,25.735
2022-12-21,25.735
2022-12-22,25.735
2022-12-23,25.735
2022-12-24,25.735
2022-12-25,25.735
2022-12-26,25.735
2022-12-27,25.735
2022-12-28,25.735
2022-12-29,25.735
2022-12-30,25.735
2022-12-31,25.735
2023-01-01,25.735
2023-01-02,25.735
2023-01-03,25.735
2023-01-04,25.735
2023-01-05,25.83
2023-01-06,25.79
2023-01-07,25.79
2023-01-08,25.953
2023-01-09,25.953
2023-01-10,25.938
2023-01-11,25.938
2023-01-12,25.938
2023-01-13,25.938
2023-01-14,25.938
2023-01-15,25.938
2023-01-16,25.938
2023-01-17,25.938
2023-01-18,25.938
2023-01-19,25.938
2023-01-20,25.938
2023-01-21,25.938
2023-01-22,25.938
2023-01-23,25.938
2023-01-24,25.938
2023-01-25,25.938
2023-01-26,26.132
2023-01-27,26.518
2023-01-28,26.518
2023-01-29,26.518
2023-01-30,26.518
2023-01-31,26.518
2023-02-01,26.518
2023-02-02,26.518
2023-02-03,26.518
2023-02-04,26.518
2023-02-05,26.518
2023-02-06,26.518
2023-02-07,26.518
2023-02-08,26.518
2023-02-09,26.518
2023-02-10,26.518
2023-02-11,26.518
